Channel2,Gender,Race,Age,Age_Group,Province,Watch_Time,watch_time_classification,total_watch_time_hours,avg_watch_time_hours,viewing_date,Day,Date,Month,day_classification,viewing_segment_classification
E! Entertainment,male,black,29,3. Young Adult,Western Cape,0:00:30,1. Skim,0.008333,0.008333,45:00.0,Wed,10,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,None,None,0,1. Children,None,0:00:28,1. Skim,0.007778,0.007778,44:00.0,Wed,23,Mar,Weekday,4. Afternoon
Channel O,male,black,42,4. Adult,Gauteng,0:14:57,2. Short_watch,0.249166,0.249166,00:00.0,Wed,2,Mar,Weekday,5. Evening
Channel O,male,indian_asian,22,3. Young Adult,Western Cape,0:09:42,2. Short_watch,0.161667,0.161667,37:00.0,Wed,2,Mar,Weekday,4. Afternoon
Supersport Live Events,male,coloured,30,3. Young Adult,Western Cape,0:00:36,1. Skim,0.01,0.01,40:00.0,Wed,13,Jan,Weekday,6. Evening_Peak
SawSee,male,indian_asian,45,4. Adult,Gauteng,0:00:24,1. Skim,0.006667,0.006667,39:00.0,Sat,12,Mar,Weekend,6. Evening_Peak
Channel O,male,black,47,4. Adult,Eastern Cape,0:10:03,2. Short_watch,0.1675,0.1675,48:00.0,Sun,13,Mar,Weekend,2. Morning_Peak
SuperSport Blitz,male,None,39,4. Adult,Western Cape,0:01:12,1. Skim,0.02,0.02,38:00.0,Sat,13,Feb,Weekend,3. Mid_Morning
SuperSport Blitz,male,None,34,3. Young Adult,Western Cape,0:01:24,1. Skim,0.023334,0.023334,34:00.0,Sun,14,Feb,Weekend,3. Mid_Morning
Boomerang,male,black,29,3. Young Adult,Mpumalanga,0:03:08,1. Skim,0.052222,0.052222,30:00.0,Sat,9,Jan,Weekend,2. Morning_Peak
Channel O,male,black,56,4. Adult,Gauteng,0:07:21,2. Short_watch,0.1225,0.1225,29:00.0,Sun,10,Jan,Weekend,4. Afternoon
Supersport Live Events,male,white,51,4. Adult,Gauteng,0:12:08,2. Short_watch,0.202222,0.202222,24:00.0,Wed,6,Jan,Weekday,4. Afternoon
Boomerang,male,black,24,3. Young Adult,Gauteng,0:00:19,1. Skim,0.005278,0.005278,03:00.0,Mon,4,Jan,Weekday,3. Mid_Morning
Africa Magic,male,black,35,3. Young Adult,Gauteng,0:01:26,1. Skim,0.023889,0.023889,43:00.0,Sat,30,Jan,Weekend,4. Afternoon
CNN,male,black,45,4. Adult,Gauteng,0:02:46,1. Skim,0.046111,0.046111,01:00.0,Mon,28,Mar,Weekday,5. Evening
SuperSport Blitz,female,None,32,3. Young Adult,Gauteng,0:01:50,1. Skim,0.030556,0.030556,57:00.0,Sun,27,Mar,Weekend,4. Afternoon
Africa Magic,male,black,34,3. Young Adult,Kwazulu Natal,0:00:05,1. Skim,0.001389,0.001389,54:00.0,Thu,7,Jan,Weekday,5. Evening
SuperSport Blitz,male,black,32,3. Young Adult,Kwazulu Natal,0:00:08,1. Skim,0.002222,0.002222,36:00.0,Wed,9,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,30,3. Young Adult,Kwazulu Natal,0:00:08,1. Skim,0.002222,0.002222,08:00.0,Fri,5,Feb,Weekday,5. Evening
Africa Magic,male,black,30,3. Young Adult,Kwazulu Natal,0:00:13,1. Skim,0.003611,0.003611,18:00.0,Fri,12,Feb,Weekday,4. Afternoon
Channel O,None,None,0,1. Children,None,0:00:33,1. Skim,0.009167,0.009167,33:00.0,Fri,1,Jan,Weekday,4. Afternoon
SuperSport Blitz,male,white,34,3. Young Adult,Gauteng,0:06:44,2. Short_watch,0.112222,0.112222,59:00.0,Sun,27,Mar,Weekend,4. Afternoon
Boomerang,male,black,26,3. Young Adult,Mpumalanga,0:14:01,2. Short_watch,0.233611,0.233611,53:00.0,Wed,13,Jan,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,white,47,4. Adult,Gauteng,0:08:32,2. Short_watch,0.142222,0.142222,23:00.0,Sat,12,Mar,Weekend,3. Mid_Morning
SuperSport Blitz,male,indian_asian,32,3. Young Adult,Kwazulu Natal,0:00:24,1. Skim,0.006667,0.006667,36:00.0,Sat,23,Jan,Weekend,3. Mid_Morning
Channel O,male,coloured,33,3. Young Adult,Eastern Cape,0:01:24,1. Skim,0.023334,0.023334,36:00.0,Sun,7,Feb,Weekend,4. Afternoon
SuperSport Blitz,male,white,28,3. Young Adult,Northern Cape,0:03:54,1. Skim,0.065,0.065,54:00.0,Wed,16,Mar,Weekday,2. Morning_Peak
M-Net,male,None,19,2. Teen,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,49:00.0,Fri,5,Feb,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,white,71,5. Senior,Gauteng,0:00:44,1. Skim,0.012222,0.012222,47:00.0,Sat,26,Mar,Weekend,5. Evening
Cartoon Network,male,coloured,40,4. Adult,Gauteng,1:02:44,4. Long_watch,1.045555,1.045555,32:00.0,Wed,9,Mar,Weekday,1. Graveyard
DStv Events 1,male,black,26,3. Young Adult,Gauteng,0:00:20,1. Skim,0.005556,0.005556,50:00.0,Wed,13,Jan,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,black,26,3. Young Adult,Mpumalanga,0:04:14,1. Skim,0.070556,0.070556,17:00.0,Sun,21,Feb,Weekend,4. Afternoon
SawSee,male,black,42,4. Adult,Mpumalanga,0:02:22,1. Skim,0.039444,0.039444,29:00.0,Sat,20,Feb,Weekend,5. Evening
Trace TV,male,black,55,4. Adult,Gauteng,0:00:42,1. Skim,0.011667,0.011667,16:00.0,Fri,1,Jan,Weekday,4. Afternoon
Supersport Live Events,female,white,37,4. Adult,Kwazulu Natal,0:00:48,1. Skim,0.013333,0.013333,48:00.0,Tue,5,Jan,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,indian_asian,38,4. Adult,Limpopo,0:29:14,3. Regular_watch,0.487222,0.487222,22:00.0,Fri,19,Feb,Weekday,3. Mid_Morning
CNN,male,indian_asian,39,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,25:00.0,Sun,20,Mar,Weekend,1. Graveyard
Boomerang,male,None,29,3. Young Adult,Gauteng,0:00:22,1. Skim,0.006111,0.006111,42:00.0,Sun,28,Feb,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,white,19,2. Teen,Gauteng,0:43:52,3. Regular_watch,0.731111,0.731111,19:00.0,Tue,15,Mar,Weekday,4. Afternoon
Supersport Live Events,male,white,19,2. Teen,Gauteng,0:00:18,1. Skim,0.005,0.005,51:00.0,Fri,25,Mar,Weekday,3. Mid_Morning
Africa Magic,male,black,42,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,24:00.0,Fri,25,Mar,Weekday,3. Mid_Morning
Africa Magic,male,coloured,30,3. Young Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,39:00.0,Fri,29,Jan,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,white,41,4. Adult,Gauteng,0:04:12,1. Skim,0.07,0.07,56:00.0,Wed,24,Feb,Weekday,4. Afternoon
Boomerang,male,black,31,3. Young Adult,Northern Cape,0:00:00,1. Skim,0,0.00E+00,23:00.0,Wed,30,Mar,Weekday,6. Evening_Peak
M-Net,male,white,43,4. Adult,Free State,0:01:22,1. Skim,0.022778,0.022778,07:00.0,Sun,27,Mar,Weekend,6. Evening_Peak
Cartoon Network,male,None,27,3. Young Adult,Kwazulu Natal,0:10:19,2. Short_watch,0.171945,0.171945,19:00.0,Sat,2,Jan,Weekend,2. Morning_Peak
Cartoon Network,male,white,39,4. Adult,Gauteng,0:01:14,1. Skim,0.020556,0.020556,52:00.0,Sat,12,Mar,Weekend,5. Evening
ICC Cricket World Cup 2011,male,indian_asian,47,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,26:00.0,Wed,30,Mar,Weekday,5. Evening
Africa Magic,male,black,31,3. Young Adult,Gauteng,0:05:31,2. Short_watch,0.091944,0.091944,22:00.0,Fri,26,Feb,Weekday,5. Evening
Supersport Live Events,male,coloured,47,4. Adult,Western Cape,0:06:42,2. Short_watch,0.111667,0.111667,21:00.0,Fri,11,Mar,Weekday,3. Mid_Morning
Channel O,male,black,34,3. Young Adult,Gauteng,0:01:09,1. Skim,0.019167,0.019167,36:00.0,Sun,21,Feb,Weekend,4. Afternoon
Trace TV,male,None,47,4. Adult,Gauteng,0:29:00,3. Regular_watch,0.483333,0.483333,21:00.0,Sun,13,Mar,Weekend,5. Evening
SuperSport Blitz,male,None,34,3. Young Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,21:00.0,Tue,23,Feb,Weekday,1. Graveyard
Channel O,male,black,31,3. Young Adult,Eastern Cape,0:00:39,1. Skim,0.010833,0.010833,20:00.0,Thu,7,Jan,Weekday,5. Evening
Africa Magic,male,black,31,3. Young Adult,Eastern Cape,0:00:44,1. Skim,0.012222,0.012222,10:00.0,Mon,28,Mar,Weekday,2. Morning_Peak
Cartoon Network,male,white,27,3. Young Adult,Gauteng,0:00:36,1. Skim,0.01,0.01,02:00.0,Mon,14,Mar,Weekday,4. Afternoon
CNN,male,white,23,3. Young Adult,Mpumalanga,0:01:50,1. Skim,0.030556,0.030556,55:00.0,Wed,24,Feb,Weekday,4. Afternoon
Supersport Live Events,male,None,33,3. Young Adult,Eastern Cape,0:48:38,3. Regular_watch,0.810556,0.810556,06:00.0,Thu,24,Mar,Weekday,5. Evening
Supersport Live Events,None,None,0,1. Children,None,0:04:28,1. Skim,0.074445,0.074445,46:00.0,Sat,19,Mar,Weekend,5. Evening
Boomerang,male,black,32,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,45:00.0,Mon,28,Mar,Weekday,5. Evening
E! Entertainment,female,black,43,4. Adult,Free State,0:00:00,1. Skim,0,0.00E+00,10:00.0,Fri,25,Mar,Weekday,6. Evening_Peak
M-Net,male,black,44,4. Adult,Gauteng,0:06:13,2. Short_watch,0.103611,0.103611,54:00.0,Thu,25,Feb,Weekday,4. Afternoon
Channel O,male,black,39,4. Adult,Gauteng,0:06:36,2. Short_watch,0.11,0.11,29:00.0,Sun,21,Feb,Weekend,6. Evening_Peak
Supersport Live Events,male,black,39,4. Adult,Gauteng,0:02:12,1. Skim,0.036666,0.036666,05:00.0,Sun,28,Feb,Weekend,6. Evening_Peak
Supersport Live Events,male,black,47,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,58:00.0,Fri,29,Jan,Weekday,4. Afternoon
Supersport Live Events,female,black,55,4. Adult,Gauteng,0:04:46,1. Skim,0.079445,0.079445,53:00.0,Mon,1,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,None,35,3. Young Adult,Western Cape,0:01:12,1. Skim,0.02,0.02,41:00.0,Mon,7,Mar,Weekday,3. Mid_Morning
CNN,male,coloured,45,4. Adult,Western Cape,0:24:29,3. Regular_watch,0.408056,0.408056,08:00.0,Sun,7,Feb,Weekend,2. Morning_Peak
Supersport Live Events,male,indian_asian,29,3. Young Adult,Gauteng,0:00:36,1. Skim,0.01,0.01,22:00.0,Sun,7,Feb,Weekend,5. Evening
CNN,male,white,45,4. Adult,Gauteng,0:00:03,1. Skim,0.000833,0.000833,55:00.0,Mon,14,Mar,Weekday,5. Evening
Supersport Live Events,male,white,25,3. Young Adult,Mpumalanga,0:02:22,1. Skim,0.039444,0.039444,51:00.0,Thu,18,Feb,Weekday,3. Mid_Morning
Cartoon Network,male,None,29,3. Young Adult,Western Cape,0:00:11,1. Skim,0.003056,0.003056,56:00.0,Thu,18,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,None,29,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,41:00.0,Fri,4,Mar,Weekday,3. Mid_Morning
DStv Events 1,male,black,40,4. Adult,Gauteng,0:02:00,1. Skim,0.033333,0.033333,30:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
Break in transmission,male,black,34,3. Young Adult,Gauteng,0:00:26,1. Skim,0.007222,0.007222,13:00.0,Sat,27,Feb,Weekend,6. Evening_Peak
SawSee,male,indian_asian,30,3. Young Adult,Kwazulu Natal,0:01:18,1. Skim,0.021667,0.021667,24:00.0,Sat,12,Mar,Weekend,3. Mid_Morning
Supersport Live Events,male,black,37,4. Adult,Gauteng,0:00:56,1. Skim,0.015556,0.015556,46:00.0,Tue,8,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,black,43,4. Adult,Gauteng,0:00:46,1. Skim,0.012778,0.012778,53:00.0,Sun,28,Feb,Weekend,5. Evening
E! Entertainment,male,coloured,23,3. Young Adult,Western Cape,0:02:26,1. Skim,0.040555,0.040555,42:00.0,Thu,4,Feb,Weekday,3. Mid_Morning
Trace TV,male,black,37,4. Adult,Gauteng,0:03:24,1. Skim,0.056667,0.056667,54:00.0,Wed,9,Mar,Weekday,2. Morning_Peak
Trace TV,male,coloured,23,3. Young Adult,Western Cape,0:13:48,2. Short_watch,0.23,0.23,35:00.0,Tue,15,Mar,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,coloured,23,3. Young Adult,Western Cape,0:02:00,1. Skim,0.033333,0.033333,02:00.0,Wed,16,Mar,Weekday,1. Graveyard
Supersport Live Events,male,black,31,3. Young Adult,Mpumalanga,0:00:00,1. Skim,0,0.00E+00,18:00.0,Sun,20,Mar,Weekend,6. Evening_Peak
CNN,male,coloured,43,4. Adult,Western Cape,0:01:06,1. Skim,0.018334,0.018334,37:00.0,Fri,1,Jan,Weekday,1. Graveyard
Cartoon Network,male,coloured,18,2. Teen,Eastern Cape,0:00:49,1. Skim,0.013611,0.013611,27:00.0,Sun,20,Mar,Weekend,4. Afternoon
Supersport Live Events,male,white,28,3. Young Adult,Mpumalanga,0:02:12,1. Skim,0.036666,0.036666,58:00.0,Sun,20,Mar,Weekend,5. Evening
Cartoon Network,male,coloured,22,3. Young Adult,Gauteng,0:01:23,1. Skim,0.023056,0.023056,51:00.0,Tue,8,Mar,Weekday,5. Evening
Boomerang,female,coloured,29,3. Young Adult,Kwazulu Natal,0:01:03,1. Skim,0.0175,0.0175,07:00.0,Mon,28,Mar,Weekday,2. Morning_Peak
Boomerang,male,black,19,2. Teen,Gauteng,0:00:00,1. Skim,0,0.00E+00,12:00.0,Thu,31,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,black,21,3. Young Adult,Free State,0:00:00,1. Skim,0,0.00E+00,40:00.0,Sun,20,Mar,Weekend,4. Afternoon
Break in transmission,male,black,28,3. Young Adult,Gauteng,0:00:12,1. Skim,0.003333,0.003333,39:00.0,Thu,11,Feb,Weekday,4. Afternoon
SuperSport Live Events,male,coloured,45,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,34:00.0,Sat,13,Feb,Weekend,6. Evening_Peak
Africa Magic,male,coloured,29,3. Young Adult,Limpopo,0:00:00,1. Skim,0,0.00E+00,01:00.0,Sun,27,Mar,Weekend,4. Afternoon
Trace TV,male,coloured,29,3. Young Adult,Limpopo,0:55:00,3. Regular_watch,0.916667,0.916667,22:00.0,Sun,27,Mar,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,30,3. Young Adult,Limpopo,0:04:42,1. Skim,0.078334,0.078334,58:00.0,Tue,29,Mar,Weekday,5. Evening
Supersport Live Events,male,black,35,3. Young Adult,Gauteng,0:01:08,1. Skim,0.018889,0.018889,28:00.0,Wed,16,Mar,Weekday,5. Evening
Cartoon Network,male,indian_asian,28,3. Young Adult,Kwazulu Natal,0:00:04,1. Skim,0.001111,0.001111,38:00.0,Thu,25,Feb,Weekday,6. Evening_Peak
